"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"hamtaapoteksinfo-request","hamtaapoteksinfo-request","hamtaapoteksinfo-request","","","",0,*,"","","","null {[]} {[]}
","HamtaApoteksInfo — Request","Logisk modell för begäran i HamtaApoteksInfo
(urn:riv:se.apotekensservice:expo:HamtaApoteksInfoResponder:1, HamtaApoteksInfoRequestType), inklusive SOAP-huvuden enligt WSDL.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"skapaapotek-request","skapaapotek-request.argosHeader","skapaapotek-request.argosHeader","","","",1,1,"","","","BackboneElement {[]} {[]}
","argosHeader","SOAP-huvud ArgosHeader. Argos header of Apotekens Service AB. Check documentation regarding mandatory fields for this specific service interaction","","","","","","","","","",,,,,"",,,,"skapaapotek-request.argosHeader",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"skapaapotek-request","skapaapotek-request.argosHeader.id","skapaapotek-request.argosHeader.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"skapaapotek-request","skapaapotek-request.argosHeader.extension","skapaapotek-request.argosHeader.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"skapaapotek-request","skapaapotek-request.argosHeader.modifierExtension","skapaapotek-request.argosHeader.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"skapaapotek-request","skapaapotek-request.argosHeader.forskrivarkod","skapaapotek-request.argosHeader.forskrivarkod","","","",0,1,"","","","string {[]} {[]}
","forskrivarkod","forskrivarkod","","","","","","","","","",,,,,"",,,,"skapaapotek-request.argosHeader.forskrivarkod",0,1,"",""
"skapaapotek-request","skapaapotek-request.argosHeader.legitimationskod","skapaapotek-request.argosHeader.legitimationskod","","","",0,1,"","","","string {[]} {[]}
","legitimationskod","legitimationskod","","","","","","","","","",,,,,"",,,,"skapaapotek-request.argosHeader.legitimationskod",0,1,"",""
"skapaapotek-request","skapaapotek-request.argosHeader.fornamn","skapaapotek-request.argosHeader.fornamn","","","",0,1,"","","","string {[]} {[]}
","fornamn","fornamn","","","","","","","","","",,,,,"",,,,"skapaapotek-request.argosHeader.fornamn",0,1,"",""
"skapaapotek-request","skapaapotek-request.argosHeader.efternamn","skapaapotek-request.argosHeader.efternamn","","","",0,1,"","","","string {[]} {[]}
","efternamn","efternamn","","","","","","","","","",,,,,"",,,,"skapaapotek-request.argosHeader.efternamn",0,1,"",""
"skapaapotek-request","skapaapotek-request.argosHeader.yrkesgrupp","skapaapotek-request.argosHeader.yrkesgrupp","","","",0,1,"","","","string {[]} {[]}
","yrkesgrupp","yrkesgrupp","","","","","","","","","",,,,,"",,,,"skapaapotek-request.argosHeader.yrkesgrupp",0,1,"",""
"skapaapotek-request","skapaapotek-request.argosHeader.befattningskod","skapaapotek-request.argosHeader.befattningskod","","","",0,1,"","","","string {[]} {[]}
","befattningskod","befattningskod","","","","","","","","","",,,,,"",,,,"skapaapotek-request.argosHeader.befattningskod",0,1,"",""
"skapaapotek-request","skapaapotek-request.argosHeader.arbetsplatskod","skapaapotek-request.argosHeader.arbetsplatskod","","","",0,1,"","","","string {[]} {[]}
","arbetsplatskod","arbetsplatskod","","","","","","","","","",,,,,"",,,,"skapaapotek-request.argosHeader.arbetsplatskod",0,1,"",""
"skapaapotek-request","skapaapotek-request.argosHeader.arbetsplatsnamn","skapaapotek-request.argosHeader.arbetsplatsnamn","","","",0,1,"","","","string {[]} {[]}
","arbetsplatsnamn","arbetsplatsnamn","","","","","","","","","",,,,,"",,,,"skapaapotek-request.argosHeader.arbetsplatsnamn",0,1,"",""
"skapaapotek-request","skapaapotek-request.argosHeader.postort","skapaapotek-request.argosHeader.postort","","","",0,1,"","","","string {[]} {[]}
","postort","postort","","","","","","","","","",,,,,"",,,,"skapaapotek-request.argosHeader.postort",0,1,"",""
"skapaapotek-request","skapaapotek-request.argosHeader.postadress","skapaapotek-request.argosHeader.postadress","","","",0,1,"","","","string {[]} {[]}
","postadress","postadress","","","","","","","","","",,,,,"",,,,"skapaapotek-request.argosHeader.postadress",0,1,"",""
"skapaapotek-request","skapaapotek-request.argosHeader.postnummer","skapaapotek-request.argosHeader.postnummer","","","",0,1,"","","","string {[]} {[]}
","postnummer","postnummer","","","","","","","","","",,,,,"",,,,"skapaapotek-request.argosHeader.postnummer",0,1,"",""
"skapaapotek-request","skapaapotek-request.argosHeader.telefonnummer","skapaapotek-request.argosHeader.telefonnummer","","","",0,1,"","","","string {[]} {[]}
","telefonnummer","telefonnummer","","","","","","","","","",,,,,"",,,,"skapaapotek-request.argosHeader.telefonnummer",0,1,"",""
"skapaapotek-request","skapaapotek-request.argosHeader.requestId","skapaapotek-request.argosHeader.requestId","","","",0,1,"","","","string {[]} {[]}
","requestId","requestId","","","","","","","","","",,,,,"",,,,"skapaapotek-request.argosHeader.requestId",0,1,"",""
"skapaapotek-request","skapaapotek-request.argosHeader.rollnamn","skapaapotek-request.argosHeader.rollnamn","","","",0,1,"","","","string {[]} {[]}
","rollnamn","rollnamn","","","","","","","","","",,,,,"",,,,"skapaapotek-request.argosHeader.rollnamn",0,1,"",""
"skapaapotek-request","skapaapotek-request.argosHeader.hsaID","skapaapotek-request.argosHeader.hsaID","","","",0,1,"","","","string {[]} {[]}
","hsaID","hsaID","","","","","","","","","",,,,,"",,,,"skapaapotek-request.argosHeader.hsaID",0,1,"",""
"skapaapotek-request","skapaapotek-request.argosHeader.katalog","skapaapotek-request.argosHeader.katalog","","","",0,1,"","","","string {[]} {[]}
","katalog","katalog","","","","","","","","","",,,,,"",,,,"skapaapotek-request.argosHeader.katalog",0,1,"",""
"skapaapotek-request","skapaapotek-request.argosHeader.organisationsnummer","skapaapotek-request.argosHeader.organisationsnummer","","","",0,1,"","","","string {[]} {[]}
","organisationsnummer","organisationsnummer","","","","","","","","","",,,,,"",,,,"skapaapotek-request.argosHeader.organisationsnummer",0,1,"",""
"skapaapotek-request","skapaapotek-request.argosHeader.systemnamn","skapaapotek-request.argosHeader.systemnamn","","","",0,1,"","","","string {[]} {[]}
","systemnamn","systemnamn","","","","","","","","","",,,,,"",,,,"skapaapotek-request.argosHeader.systemnamn",0,1,"",""
"skapaapotek-request","skapaapotek-request.argosHeader.systemversion","skapaapotek-request.argosHeader.systemversion","","","",0,1,"","","","string {[]} {[]}
","systemversion","systemversion","","","","","","","","","",,,,,"",,,,"skapaapotek-request.argosHeader.systemversion",0,1,"",""
"skapaapotek-request","skapaapotek-request.argosHeader.systemIp","skapaapotek-request.argosHeader.systemIp","","","",0,1,"","","","string {[]} {[]}
","systemIp","systemIp","","","","","","","","","",,,,,"",,,,"skapaapotek-request.argosHeader.systemIp",0,1,"",""
"skapaapotek-request","skapaapotek-request.allmTelefon","skapaapotek-request.allmTelefon","","","",1,1,"","","","string {[]} {[]}
","allmTelefon","Expeditionsställets allmänna telefonnummer.","","","","","","","","","",,,,,"",,,,"skapaapotek-request.allmTelefon",1,1,"",""
"skapaapotek-request","skapaapotek-request.besoksAdress","skapaapotek-request.besoksAdress","","","",1,1,"","","","string {[]} {[]}
","besoksAdress","Expeditionsställets besöksadress.","","","","","","","","","",,,,,"",,,,"skapaapotek-request.besoksAdress",1,1,"",""
"skapaapotek-request","skapaapotek-request.besoksort","skapaapotek-request.besoksort","","","",1,1,"","","","string {[]} {[]}
","besoksort","Expeditionsställets ort (besöksort).","","","","","","","","","",,,,,"",,,,"skapaapotek-request.besoksort",1,1,"",""
"skapaapotek-request","skapaapotek-request.eRecept","skapaapotek-request.eRecept","","","",1,1,"","","","boolean {[]} {[]}
","eRecept","Flagga som anger om expeditionsstället är ett apotek som kan hantera e-recept för besökande privat personer. Om eRecept är satt så är termerna kortNamn och recepturtelefon obligatoriska.","","","","","","","","","",,,,,"",,,,"skapaapotek-request.eRecept",1,1,"",""
"skapaapotek-request","skapaapotek-request.eReceptDjur","skapaapotek-request.eReceptDjur","","","",1,1,"","","","boolean {[]} {[]}
","eReceptDjur","Markering om apoteket kan expediera elektroniska djurrecept eller ej. Om eReceptDjur är satt så är termerna kortNamn och recepturtelefon obligatoriska.","","","","","","","","","",,,,,"",,,,"skapaapotek-request.eReceptDjur",1,1,"",""
"skapaapotek-request","skapaapotek-request.faxnummer","skapaapotek-request.faxnummer","","","",0,1,"","","","string {[]} {[]}
","faxnummer","Expeditionsställets faxnummer. Obligatoriskt om huvudorganisationskod = DX eller om Organisationskod = DOS","","","","","","","","","",,,,,"",,,,"skapaapotek-request.faxnummer",0,1,"",""
"skapaapotek-request","skapaapotek-request.huvudOrgTypKod","skapaapotek-request.huvudOrgTypKod","","","",1,1,"","","","string {[]} {[]}
","huvudOrgTypKod","Huvudtypkoden är till stöd för dagens lösning av vårdsystem. På sikt önskar Apotekens Service AB att dessa koder arbetas bort och byts ut mot organisationstypflaggorna (ADM, DIST, DJAP, DOS, EA, EH, GSL, SA, TILV) Möjliga värden: ADM, AP, DIAP, DJUR, DX, OAP, SA, TVAP ADM En organisatiorisk enhet inom ett företag som har rent administrativa uppgifter. AP Apotek för allmänheten - enhet för detaljhandel med läkemedel med farmaceutisk bemanning under öppethållandet. DIAP Distansapotek - Större apoteksenhet med ansvar att kunna distribuera apoteksvaror direkt till avtalskunder, apoteksombud eller privatpersoner DJUR Ett apotek som har utökat djursortiment. DX Dosapotek - enhet för produktion av dosdispenserade läkemedel. OAP Övriga apotek - gammal definition av apotek. Bör ej användas. SA Sjukhusapotek - apotek som ger service till slutenvårdsenheter TVAP Enhet som på beställning tillverkar specifika individanpassade läkemedel.","","","","","","","","","",,,,,"",,,,"skapaapotek-request.huvudOrgTypKod",1,1,"",""
"skapaapotek-request","skapaapotek-request.idLista","skapaapotek-request.idLista","","","",1,*,"","","","BackboneElement {[]} {[]}
","idLista","Lista innehållande en eller flera identifierare för expeditionsstället. En Identitet som ska gälla för ett expeditionsställe kan skickas en eller flera gånger och tas aldrig bort. Vid uppdatering av ett expeditionsställe skickas en eller flera identiteter som identifierare. Obs! GLN-kod måste alltid skickas med.","","","","","","","","","",,,,,"",,,,"skapaapotek-request.idLista",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"skapaapotek-request","skapaapotek-request.idLista.id","skapaapotek-request.idLista.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"skapaapotek-request","skapaapotek-request.idLista.extension","skapaapotek-request.idLista.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
