"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"receiveehrextract-request","receiveehrextract-request","","","",0,*,"","","","null {[]} {[]}
","ReceiveEhrExtract — Request","Logisk modell för begäran i ReceiveEhrExtract
(urn:riv:ehr:patientsummary:ReceiveEhrExtractResponder:1, ReceiveEhrExtractType), inklusive SOAP-huvuden enligt WSDL.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"receiveehrextract-request.ehr-extract.criteria","receiveehrextract-request.ehr_extract.criteria","","","",0,*,"","","","BackboneElement {[]} {[]}
","criteria","Restrictions or filters on the creation of the EHR Extract. The time_period should be a restriction on the data types of low and high to make them TS, but this restriction is not permissible in XML Schema and thus the IVL properties are simply copied here with the appropriate types.","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.criteria",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"receiveehrextract-request.ehr-extract.criteria.id","receiveehrextract-request.ehr_extract.criteria.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"receiveehrextract-request.ehr-extract.criteria.extension","receiveehrextract-request.ehr_extract.criteria.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"receiveehrextract-request.ehr-extract.criteria.modifierExtension","receiveehrextract-request.ehr_extract.criteria.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"receiveehrextract-request.ehr-extract.criteria.all-versions","receiveehrextract-request.ehr_extract.criteria.all_versions","","","",0,1,"","","","boolean {[]} {[]}
","all_versions","all_versions","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.criteria.all_versions",0,1,"",""
"receiveehrextract-request.ehr-extract.criteria.archetype-ids","receiveehrextract-request.ehr_extract.criteria.archetype_ids","","","",0,*,"","","","Identifier {[]} {[]}
","archetype_ids","archetype_ids","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.criteria.archetype_ids",0,*,"",""
"receiveehrextract-request.ehr-extract.criteria.max-sensitivity","receiveehrextract-request.ehr_extract.criteria.max_sensitivity","","","",0,1,"","","","integer {[]} {[]}
","max_sensitivity","max_sensitivity","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.criteria.max_sensitivity",0,1,"",""
"receiveehrextract-request.ehr-extract.criteria.multimedia-included","receiveehrextract-request.ehr_extract.criteria.multimedia_included","","","",0,1,"","","","boolean {[]} {[]}
","multimedia_included","multimedia_included","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.criteria.multimedia_included",0,1,"",""
"receiveehrextract-request.ehr-extract.criteria.other-constraints","receiveehrextract-request.ehr_extract.criteria.other_constraints","","","",0,1,"","","","string {[]} {[]}
","other_constraints","other_constraints","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.criteria.other_constraints",0,1,"",""
"receiveehrextract-request.ehr-extract.criteria.time-period","receiveehrextract-request.ehr_extract.criteria.time_period","","","",0,1,"","","","Period {[]} {[]}
","time_period","time_period","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.criteria.time_period",0,1,"",""
"receiveehrextract-request.ehr-extract.folders","receiveehrextract-request.ehr_extract.folders","","","",0,*,"","","","BackboneElement {[]} {[]}
","folders","Organises and groups Compositions within an EHR Extract.","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"receiveehrextract-request.ehr-extract.folders.id","receiveehrextract-request.ehr_extract.folders.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"receiveehrextract-request.ehr-extract.folders.extension","receiveehrextract-request.ehr_extract.folders.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
